Country or Area,Item,Year,Value
Arab World,Industry (including construction), value added (% of GDP),1967,
Arab World,Industry (including construction), value added (% of GDP),1968,
Arab World,Industry (including construction), value added (% of GDP),1969,
Arab World,Industry (including construction), value added (% of GDP),1970,
Arab World,Industry (including construction), value added (% of GDP),1971,
Arab World,Industry (including construction), value added (% of GDP),1972,
Arab World,Industry (including construction), value added (% of GDP),1973,
Arab World,Industry (including construction), value added (% of GDP),1974,
Arab World,Industry (including construction), value added (% of GDP),1975,57.520040359475
Arab World,Industry (including construction), value added (% of GDP),1976,59.4287610149306
Arab World,Industry (including construction), value added (% of GDP),1977,57.6968605763008
Arab World,Industry (including construction), value added (% of GDP),1978,53.2853011985585
Arab World,Industry (including construction), value added (% of GDP),1979,59.225173384985
Arab World,Industry (including construction), value added (% of GDP),1980,64.8165462001602
Arab World,Industry (including construction), value added (% of GDP),1981,61.9866014085283
Arab World,Industry (including construction), value added (% of GDP),1982,53.2539013520413
Arab World,Industry (including construction), value added (% of GDP),1983,45.93457960893
Arab World,Industry (including construction), value added (% of GDP),1984,43.4225932625311
Arab World,Industry (including construction), value added (% of GDP),1985,40.4379422235649
Arab World,Industry (including construction), value added (% of GDP),1986,34.5961985921751
Arab World,Industry (including construction), value added (% of GDP),1987,35.4941556194566
Arab World,Industry (including construction), value added (% of GDP),1988,36.1701126648148
Arab World,Industry (including construction), value added (% of GDP),1989,38.0345899073019
Arab World,Industry (including construction), value added (% of GDP),1990,56.189616373895
Arab World,Industry (including construction), value added (% of GDP),1991,39.3922770526212
Arab World,Industry (including construction), value added (% of GDP),1992,42.0771531845384
Arab World,Industry (including construction), value added (% of GDP),1993,39.4464205832607
Arab World,Industry (including construction), value added (% of GDP),1994,38.9419670206742
Arab World,Industry (including construction), value added (% of GDP),1995,41.0122158750499
Arab World,Industry (including construction), value added (% of GDP),1996,42.8404027346432
Arab World,Industry (including construction), value added (% of GDP),1997,43.846596090238
Arab World,Industry (including construction), value added (% of GDP),1998,39.1063746201514
Arab World,Industry (including construction), value added (% of GDP),1999,43.0434290577683
Arab World,Industry (including construction), value added (% of GDP),2000,49.0912382236357
Arab World,Industry (including construction), value added (% of GDP),2001,46.3683474100672
Arab World,Industry (including construction), value added (% of GDP),2002,46.2984366941326
Arab World,Industry (including construction), value added (% of GDP),2003,46.8337933589727
Arab World,Industry (including construction), value added (% of GDP),2004,48.9467105710037
Arab World,Industry (including construction), value added (% of GDP),2005,52.7052767884848
Arab World,Industry (including construction), value added (% of GDP),2006,54.0951453061359
Arab World,Industry (including construction), value added (% of GDP),2007,52.8001761047992
Arab World,Industry (including construction), value added (% of GDP),2008,55.3524811241953
Arab World,Industry (including construction), value added (% of GDP),2009,46.4863466653077
Arab World,Industry (including construction), value added (% of GDP),2010,49.0194865385628
Arab World,Industry (including construction), value added (% of GDP),2011,53.6803687557962
Arab World,Industry (including construction), value added (% of GDP),2012,54.4527044927317
Arab World,Industry (including construction), value added (% of GDP),2013,52.3924171570583
Arab World,Industry (including construction), value added (% of GDP),2014,49.8008557610598
Arab World,Industry (including construction), value added (% of GDP),2015,40.50977586413
Arab World,Industry (including construction), value added (% of GDP),2016,37.9623316272569
Arab World,Industry (including construction), value added (% of GDP),2017,40.3731962829505
Arab World,Industry (including construction), value added (% of GDP),2018,44.9999532859219
Arab World,Industry (including construction), value added (% of GDP),2019,42.8933005476678
Arab World,Industry (including construction), value added (% of GDP),2020,36.8002553804946
Arab World,Industry (including construction), value added (% of GDP),2021,42.0304942308311
Arab World,Industry (including construction), value added (% of GDP),2022,48.0990519689058
Arab World,Industry (including construction), value added (% of GDP),2023,
United Arab Emirates,Industry (including construction), value added (% of GDP),1960,
United Arab Emirates,Industry (including construction), value added (% of GDP),1961,
United Arab Emirates,Industry (including construction), value added (% of GDP),1962,
United Arab Emirates,Industry (including construction), value added (% of GDP),1963,
United Arab Emirates,Industry (including construction), value added (% of GDP),1964,
United Arab Emirates,Industry (including construction), value added (% of GDP),1965,
United Arab Emirates,Industry (including construction), value added (% of GDP),1966,
United Arab Emirates,Industry (including construction), value added (% of GDP),1967,
United Arab Emirates,Industry (including construction), value added (% of GDP),1968,
United Arab Emirates,Industry (including construction), value added (% of GDP),1969,
United Arab Emirates,Industry (including construction), value added (% of GDP),1970,
United Arab Emirates,Industry (including construction), value added (% of GDP),1971,
United Arab Emirates,Industry (including construction), value added (% of GDP),1972,
United Arab Emirates,Industry (including construction), value added (% of GDP),1973,
United Arab Emirates,Industry (including construction), value added (% of GDP),1974,
United Arab Emirates,Industry (including construction), value added (% of GDP),1975,73.995507005299
